artifact_id,text,evidence_type,timestamp,gold_controls,gold_rationale
243,The organization's secure baseline configuration for Windows Servers requires that PowerShell logging be enabled. A recent compliance scan shows that this setting is disabled on 40% of the server fleet.,config,2025-11-17T09:15:00Z,CM-6;AU-2,Secure configuration settings related to auditable event generation are not being enforced.
244,"User 'svc-backup' failed to authenticate to 15 different servers simultaneously at 02:05 AM. The account's password expired at midnight and was not rotated by the automation script, causing all backups to fail.",log,2025-11-17T11:30:00Z,IA-5;CP-9,A failure in authenticator management (password rotation) directly caused a failure in the backup system.
245,A request to open the RDP port (3389) from the internet to an internal server was denied by the network security team. The justification provided was that all remote access must go through the corporate VPN and MFA gateway.,ticket,2025-11-17T14:00:00Z,AC-17;CM-3,A configuration change request was denied because it violated the secure remote access policy.
246,The current inventory of software installed on employee workstations is based on a spreadsheet that is manually updated once a year. It does not reflect the actual state of installed software.,config,2025-11-18T10:40:00Z,CM-8,The system component inventory is not accurate or maintained in a timely manner.
247,"The EDR agent on a developer's machine blocked a suspicious command: 'powershell -enc JABjAGwA...'. The decoded command attempted to download and execute a file from an external website, a common malware technique.",log,2025-11-18T13:20:45Z,SI-3,Malicious code protection successfully identified and blocked an obfuscated script execution.
248,The 'lessons learned' report for incident IR-2025-075 has been published. It recommends adding a new email gateway rule to block incoming documents with specific types of macros to prevent similar phishing attempts in the future.,ticket,2025-11-18T15:50:00Z,IR-5,Incident monitoring and review has resulted in a recommendation for a new preventative control.
249,The TLS configuration for the internal document management system allows the use of ciphers such as 'TLS_RSA_WITH_3DES_EDE_CBC_SHA'. This cipher is considered weak and should be disabled in favor of modern AEAD ciphers.,config,2025-11-19T09:30:00Z,SC-8;SC-13,Transmission confidentiality is weakened by the use of an outdated and non-compliant cryptographic algorithm.
250,"Logs show that the 'auditd' service on 'db-critical-01' crashed and did not restart. As a result, no system-level audit logs have been generated on this critical server for the past 12 hours.",log,2025-11-19T12:00:00Z,AU-12,A failure in the audit generation mechanism has caused a complete loss of logging on a critical system.
251,"A user requested access to a sensitive financial report. The ticket was automatically routed to the data owner for approval. The data owner approved the request, and access was granted automatically. The entire workflow is documented in ticket FIN-ACL-443.",ticket,2025-11-19T15:10:00Z,AC-2,Account management (access granting) is handled through an authorized and documented workflow.
252,The 'root' user on the public-facing web server 'www-01' has a password hash that matches the hash of the 'root' user on the internal database server 'db-01'. This password reuse creates a severe risk of lateral movement.,config,2025-11-20T10:05:00Z,IA-5,Authenticator reuse across different security domains creates an unacceptable risk.
253,"Vulnerability scan detected that the version of Apache running on the external web server is vulnerable to CVE-2025-8899, a remote code execution flaw. The patch was released by the vendor this morning.",log,2025-11-20T13:30:30Z,RA-5,Vulnerability monitoring has identified a newly disclosed critical vulnerability on a production system.
254,The disaster recovery test for the primary CRM application failed. The application could not be brought online at the secondary site because its database backups were stored at the primary site and were unavailable during the simulation.,ticket,2025-11-20T16:00:00Z,CP-9,Contingency planning is flawed because backups are not stored at an alternate location.
255,"A security group in the cloud environment named 'temp-dev-access' allows all inbound traffic from 0.0.0.0/0. It is currently attached to five running instances, exposing them to the entire internet.",config,2025-11-21T09:20:00Z,SC-7,Boundary protection is effectively disabled for several systems due to an insecure 'allow all' rule.
256,The SIEM alerted on an impossible travel scenario: 'svc-api' authenticated from a datacenter in Virginia at 14:01:10 UTC and from a datacenter in Singapore at 14:01:15 UTC. This suggests compromised credentials are being used in two locations.,log,2025-11-21T14:01:20Z,SI-4,System monitoring has detected anomalous authentication patterns indicative of a compromise.
257,"The 'Break Glass' procedure was invoked for emergency access to the production environment to fix a critical outage. The access was for user 'e.engineer' and the reason, start time, and end time are all documented in ticket BG-2025-012.",ticket,2025-11-21T16:45:00Z,AC-6;IR-4,Emergency elevated access (a form of incident handling) was granted and documented.
258,"The system time on a critical log forwarder is manually set and has drifted by 15 minutes. As logs are processed by this forwarder, their timestamps are being incorrectly modified before being sent to the SIEM.",log,2025-11-22T08:30:00Z,AU-8,A lack of automated time synchronization on a logging component is corrupting timestamps.
259,"The development team's standard virtual machine image includes a default user 'dev' with a static, well-known password 'dev123'. This image is being used as the base for staging and even some production systems.",config,2025-11-22T11:00:00Z,CM-2;IA-5,The baseline configuration contains a weak default authenticator creating a widespread vulnerability.
260,"A user reported that their account was locked due to too many failed login attempts, but they had not tried to log in all morning. An investigation showed the failed attempts all came from a single external IP, indicating a targeted attack.",ticket,2025-11-22T13:40:00Z,AC-7,The account lockout mechanism successfully protected an account from a targeted brute-force attack.
261,The 'auto-remediate' feature of the cloud security posture manager detected a publicly exposed database and automatically modified the security group to restrict access to internal IPs only. An alert was sent to the security team.,log,2025-11-22T16:10:00Z,SC-7;CM-6,Automated enforcement of secure configuration settings corrected a boundary protection weakness.
262,The CI/CD pipeline includes a step that checks for software licenses of third-party libraries. A build failed because a developer tried to include a library with a restrictive license that is not approved for company use.,config,2025-11-23T10:20:00Z,CM-8;SA-11,Automated checks of the software inventory (component list) are integrated into the development process.
263,"Incident Response: A user's credentials were confirmed to be compromised. The IR team has reset the user's password, revoked all active sessions, and is now reviewing their access logs for the past 72 hours for signs of malicious activity.",ticket,2025-11-23T14:00:00Z,IR-4,The incident handling process for a compromised account is being followed correctly.
264,The encryption key for the production database is stored in a configuration file on the same server as the database itself. This provides no real security if the server is compromised. The key should be moved to a dedicated hardware security module (HSM) or KMS.,config,2025-11-24T09:30:00Z,SC-12;SC-28,Cryptographic key management practices are insecure undermining the protection of data at rest.
265,Logs show that the DNS server is receiving a high volume of queries for a non-existent domain. This is a common reconnaissance technique and may be a precursor to an attack.,log,2025-11-24T12:15:00Z,SI-4,System monitoring has detected anomalous network patterns that could indicate reconnaissance activity.
266,A new version of the corporate antivirus software is available and must be deployed to all endpoints within 30 days. Ticket TASK-4450 has been created to track the deployment and ensure it meets the deadline.,ticket,2025-11-24T15:00:00Z,SI-3,The process of updating malicious code protection software is being formally managed.
267,A user in the marketing department was successfully granted 'read-only' access to a specific folder in the finance department's file share. The access was temporary for a specific project and has an automatic expiration date set.,ticket,2025-11-25T10:50:00Z,AC-2;AC-6,Account management was used to grant temporary least-privilege access as required.
268,The firewall configuration allows outbound connections from all internal servers to any destination on the internet over TCP port 80 (HTTP). This is insecure and should be restricted to only necessary servers and preferably proxied.,config,2025-11-25T13:30:00Z,SC-7,Boundary protection for outbound traffic is overly permissive increasing the risk of data exfiltration.
269,"The SIEM has no record of any auditable events from the company's new cloud-based CRM platform. The integration was supposed to be completed last month, but the logs are not being forwarded.",log,2025-11-25T16:20:00Z,AU-12;AU-2,A critical system component is not generating or forwarding audit logs as required.
270,A change request to modify the production database schema was rejected because it was not submitted with the required 5 days of lead time for review. The developer was asked to resubmit for the next change window.,ticket,2025-11-26T09:00:00Z,CM-3,A configuration change was denied because it did not follow the established process timeline.
271,"The vulnerability scanner produced an alert that the SSL certificate on 'internal-wiki.corp' is self-signed. While the traffic is encrypted, users cannot validate the identity of the server, making it vulnerable to man-in-the-middle attacks.",log,2025-11-26T11:40:00Z,SC-8;IA-5,Transmission confidentiality is weakened by the use of an untrusted authenticator (self-signed certificate).
272,The automated software asset discovery tool found 20 instances of an unlicensed commercial software package installed on user workstations. The users have been notified to uninstall the software immediately.,ticket,2025-11-26T14:10:00Z,CM-8,The system component inventory process identified unauthorized software installations.
273,The 'secure' flag is not set on the session cookie for the main web application. This could allow an attacker to steal the session cookie over an unencrypted connection if any part of the site is ever served over HTTP.,config,2025-11-27T10:00:00Z,CM-6,A secure configuration setting for session management has not been implemented.
274,A review of the offboarding process found that terminated employees' accounts are disabled but not deleted. This is compliant with the policy to retain accounts for 90 days for legal reasons before final deletion.,ticket,2025-11-27T13:20:00Z,AC-2,The account management process for terminated employees is being followed correctly.
275,The system log on server 'app-01' is full of entries like 'User 'svc-health' logged in' every 30 seconds. This is from a health check and is making it difficult to find real security events. The health check should not be logged this verbosely.,log,2025-11-27T15:50:00Z,AU-6;AU-2,Excessive logging of routine events is hindering effective audit review.
276,"A developer tried to push code to the main branch that contained an AWS access key. The pre-commit hook on their machine detected the secret and blocked the commit, preventing the key from ever leaving the workstation.",ticket,2025-11-28T09:45:00Z,SA-11,Developer security testing tools successfully prevented a secret from being committed to source control.
277,"The organization has no formal baseline configuration document for its network switches. As a result, each switch is configured slightly differently, and many have insecure default settings like HTTP management enabled.",config,2025-11-28T11:30:00Z,CM-2,A lack of a documented baseline configuration has led to inconsistent and insecure deployments.
278,"A full data restoration from the previous night's backup was initiated for a corrupted file server. The restoration completed successfully, and all data was verified as intact. The total downtime was 3 hours.",ticket,2025-11-28T14:00:00Z,CP-9,The information system backup was successfully used to restore a production system.
279,An EDR alert was triggered when a user downloaded a file named 'invoice.pdf.exe'. The EDR agent blocked the execution of the file and moved it to quarantine based on its suspicious file extension and low reputation score.,log,2025-11-28T16:15:00Z,SI-3,Malicious code protection identified and blocked a suspicious executable at the point of execution.
280,"User 'm.jones' reported that they are unable to access the corporate VPN from their home network. Investigation showed that their IP address was on a threat intelligence blacklist for previous malicious activity, and the firewall was correctly blocking it.",ticket,2025-11-29T10:10:00Z,AC-17;SC-7,Remote access was blocked by boundary controls based on threat intelligence.
281,"The log retention period for the cloud hosting provider is configured to be 30 days. However, corporate policy requires that all logs be retained for a minimum of 365 days. The logs must be exported to a long-term storage solution.",config,2025-11-29T13:00:00Z,AU-11,The current audit record retention configuration does not meet policy requirements.
282,The password policy for privileged accounts requires a rotation every 90 days. A compliance scan revealed that 15 privileged service accounts have passwords that have not been changed in over a year.,config,2025-11-30T09:20:00Z,IA-5,Authenticator management policies for rotation are not being enforced for privileged accounts.
283,The 'root' user on the production web servers has been configured with a disabled password and can only be accessed via SSH keys from the bastion host. This is a good security practice.,config,2025-11-30T11:50:00Z,AC-6;AC-17,Least privilege and secure remote access methods have been correctly implemented for a privileged account.
284,A new vulnerability (CVE-2025-9000) was announced for the organization's external firewall. A ticket has been created to track the vendor's patch release and to ensure the patch is applied within the 24-hour SLA for critical external vulnerabilities.,ticket,2025-12-01T10:00:00Z,SI-2;RA-5,Flaw remediation is being proactively managed in response to new vulnerability information.
285,"The SIEM detected that a user account, 'svc-data', which normally only accesses the database from an internal IP range, had a successful login from an external IP address. The account has been disabled pending investigation.",log,2025-12-01T14:30:00Z,SI-4;AC-2,System monitoring detected anomalous behavior leading to a preventative account management action.
286,The quarterly review of the incident response plan was completed. The plan was updated to include new procedures for handling security incidents in the company's recently adopted cloud platform.,ticket,2025-12-01T16:00:00Z,IR-4,The incident handling plan and procedures are being reviewed and updated as required.
287,The inventory of running processes on the domain controller shows a process 'c:\temp\miner.exe' that is consuming 90% of the CPU. This is an unauthorized and likely malicious piece of software.,log,2025-12-02T09:10:00Z,CM-8;SI-3,An unauthorized software component likely malicious code was identified on a critical server.
288,The main database server 'prod-db-01' is running on hardware that is now end-of-life. The vendor will no longer provide security patches for the firmware. A project to migrate to new hardware is underway.,ticket,2025-12-02T11:30:00Z,SI-2,Known flaws cannot be remediated because the system component is no longer supported by the vendor.
289,The TLS certificate on the primary load balancer is using the SHA-1 hashing algorithm for its signature. This algorithm is cryptographically broken and must be replaced with a certificate using SHA-256.,config,2025-12-02T14:00:00Z,SC-13,A non-compliant broken cryptographic algorithm is being used in a production system.
290,"An external security audit found that the organization does not have a formal, documented baseline configuration for its standard employee laptops. This leads to inconsistent security settings and complicates audits.",ticket,2025-12-03T10:45:00Z,CM-2,The lack of a documented baseline configuration was identified as a finding in a formal audit.
291,The physical access log for the main data center shows that a visitor was granted access without a required employee escort. The security guard has been retrained on the correct procedure.,log,2025-12-03T13:20:00Z,AU-6,Review of audit logs identified a violation of physical access security policy.
292,The 'web-dev' security group allows developers to open any port from their workstations to the development servers. This creates unnecessary risk and should be restricted to only the specific ports needed for development and testing.,config,2025-12-03T15:50:00Z,SC-7,Internal network boundary protections between development and user subnets are too permissive.
293,"The automated backup verification script for the marketing file share reported success, but a manual spot check found that the restored files were all zero bytes. The backup software is not correctly writing the data.",ticket,2025-12-04T09:30:00Z,CP-9,Backup system testing revealed a silent failure where backups appeared successful but were not usable.
294,A user has requested an exception to the policy prohibiting the use of personal cloud storage. The request includes a business justification and has been routed to the security committee for review.,ticket,2025-12-04T11:40:00Z,CM-3,A request for a deviation from standard security configuration is being handled through the formal change process.
295,"The SIEM correlation engine, which is supposed to generate alerts for suspicious activity, has been disabled for the past 48 hours due to a licensing issue. No automated analysis of logs is currently taking place.",log,2025-12-04T14:00:00Z,AU-6;SI-4,A failure in a key security tool is preventing the review and analysis of audit logs and system monitoring data.
296,The file permissions on the application's logging directory are set to be world-writable. This could allow an attacker who gains a foothold on the server to tamper with or delete the audit logs.,config,2025-12-05T10:10:00Z,AU-12,Insecure configuration of log files jeopardizes their integrity and the audit generation process.
297,A code commit to the 'authentication-service' repository was automatically blocked because the accompanying ticket in JIRA was not in the 'Approved' state. The developer needs to get proper approval before the change can be merged.,ticket,2025-12-05T13:00:00Z,CM-3;SA-11,The change control process is integrated with the development pipeline to enforce authorization.
298,"The NTP client on the firewall is configured to use a single, public time server. For redundancy and security, it should be configured to use at least three internal, trusted time sources.",config,2025-12-05T15:30:00Z,AU-8,The time synchronization configuration lacks redundancy and relies on an untrusted external source.
299,"A user was mistakenly granted access to the entire HR fileshare instead of just the single subfolder they requested. The error was caught during a weekly access change review, and the permissions have been corrected.",ticket,2025-12-06T09:50:00Z,AC-6,A failure to implement least privilege was detected and corrected through a review process.
300,"The IDS detected a slow port scan against the external web server from a single IP address over several hours. The activity was logged, but no alerts were generated because the traffic volume was below the alerting threshold.",log,2025-12-06T12:00:00Z,SI-4;AU-6,System monitoring detected a potential reconnaissance attempt but alerting thresholds were not effective.
301,EDR blocked 'wmic.exe' from spawning a remote process to an external IP address; this behavior is consistent with Cobalt Strike lateral movement techniques and indicates a potential compromise.,log,2025-12-06T14:10:00Z,SI-4;SI-3,System monitoring detected and malicious code protection blocked a suspicious command execution.
302,The 'xp_cmdshell' extended stored procedure is enabled on the production SQL server 'PROD-SQL-01'. This setting violates the CIS security benchmark for this system and allows for direct command-line access from the database.,config,2025-12-06T16:25:30Z,CM-6,A critical system has an insecure configuration setting that deviates from the approved baseline.
303,"User J. Smith, terminated 3 weeks ago, was found to still have an active VPN account during a quarterly audit. The automated offboarding script failed to run for this specific user account, requiring manual intervention.",ticket,2025-12-07T09:00:15Z,AC-2,The account management process for de-provisioning users upon termination failed.
304,"The nightly full backup of 'fileserver-02' failed with a 'Snapshot Creation Timed Out' error. No successful backup has been completed for this server in 48 hours, placing recent data at risk.",log,2025-12-07T11:20:45Z,CP-9,Information system backups are failing compromising data restorability in case of an incident.
305,The remote desktop gateway policy allows users in the 'Contractors' group to save their credentials for automatic logon. This practice is forbidden by the remote access policy to prevent credential theft from endpoints.,config,2025-12-07T14:00:00Z,AC-17;IA-5,Insecure configuration of a remote access method violates authenticator management best practices.
306,Change request CHG-10050 to deploy a new API endpoint has been approved. The attached ticket confirms that both static analysis (SAST) and dynamic analysis (DAST) scans were completed with no critical findings.,ticket,2025-12-08T10:30:00Z,CM-3;SA-11,A configuration change was authorized after verifying that required security testing was successfully completed.
307,File integrity monitoring on the primary domain controller detected that the Security Event Log file (SecEvent.evtx) was cleared. The action occurred outside of a planned maintenance window and was not associated with any change ticket.,log,2025-12-08T13:45:22Z,AU-12;SI-7,System integrity monitoring detected potential tampering with audit generation mechanisms.
308,The configuration management tool reports that 5 critical Microsoft patches released last month have not been applied to the Exchange server 'MAIL-01'. The server is currently non-compliant with the 30-day patch window for critical vulnerabilities.,config,2025-12-08T16:10:00Z,SI-2,Required flaw remediation has not been completed within the timeframe established by policy.
309,The post-incident report for IR-2025-080 is now complete. It includes a root cause analysis of the phishing attack and recommends creating a new SIEM correlation rule to detect similar activity in the future.,ticket,2025-12-09T09:15:30Z,IR-5,Incident monitoring and review activities have produced actionable recommendations for improvement.
310,User account 's.jones' was automatically locked for 30 minutes after 5 consecutive failed login attempts from a single IP address. This action was successful and logged in the central authentication service.,log,2025-12-09T11:20:00Z,AC-7,The unsuccessful logon attempt policy was successfully enforced by the system.
311,The password policy for standard user accounts is configured with a minimum length of 8 characters and does not require complexity. This fails to meet the 12-character minimum with complexity set by the new corporate policy.,config,2025-12-09T14:05:55Z,IA-5,Authenticator management settings are not configured to enforce the organization's password policy.
312,Firewall logs show an accepted connection on port 22 (SSH) from an IP in the user VLAN to a server in the PCI-compliant cardholder data environment. This traffic should be explicitly blocked by the segmentation firewall policy.,log,2025-12-09T16:50:11Z,SC-7,A network boundary protection control failed to block traffic that violates segmentation policy.
313,"New hire, B. Williams, has been provisioned a standard user account and access to the sales application. This action was taken as per the approved access request form from their manager, which is attached to this ticket.",ticket,2025-12-10T09:00:00Z,AC-2,An account management action (provisioning) was performed with proper authorization.
314,"The vulnerability management dashboard shows that the network scanner has not successfully completed a scan of the DMZ subnet in 2 weeks. The error logs indicate a credential failure for authenticated scans, leading to incomplete results.",config,2025-12-10T11:45:00Z,RA-5,Vulnerability monitoring is failing to execute correctly creating a gap in security visibility.
315,The network IDS detected a single internal workstation (10.1.5.100) performing a TCP SYN scan across its entire /24 subnet for port 445. This behavior is indicative of malware attempting to find other vulnerable hosts to spread to.,log,2025-12-10T14:22:30Z,SI-4,System monitoring has detected anomalous network behavior consistent with malware propagation.
316,"The 'Windows Server 2022' golden image used for automated deployments has not been updated in 6 months. As a result, new servers are being deployed with hundreds of missing patches, requiring lengthy remediation after provisioning.",config,2025-12-11T10:05:00Z,CM-2,The baseline configuration for a key system component is outdated and not being properly maintained.
317,An employee has reported a lost corporate laptop while traveling. The incident response team has confirmed the device's disk is encrypted and has successfully issued a remote wipe command via the mobile device management system.,ticket,2025-12-11T13:20:00Z,IR-4;SC-28,Incident handling procedures were initiated for a lost asset verifying data-at-rest protection.
318,"The NTP service on server 'app-10' is unable to reach any of its configured time sources. Its local clock has drifted by more than 3 minutes, causing log correlation errors with other systems in the application cluster.",log,2025-12-11T15:40:18Z,AU-8,A time synchronization failure is compromising the integrity of timestamps for audit records.
319,The primary encryption key for the 'archive-db' is stored in a plain text configuration file within the application's home directory on the web server. This practice makes the data at rest vulnerable if the server is compromised.,config,2025-12-12T09:30:25Z,SC-12;SC-28,Cryptographic key management practices are insecure undermining the protection of information at rest.
320,The web application logs a 'File Deleted' event but fails to record the name of the file that was deleted or the user who performed the action. This makes the audit trail incomplete and unusable for forensic investigations.,log,2025-12-12T11:55:00Z,AU-3,The content of the audit records is insufficient for reconstructing the event.
321,"A new service account, 'svc-jira-confluence-link', was created with a 32-character randomly generated password. The password has been stored in the corporate vault, and the account has been granted only the specific permissions it needs to function.",ticket,2025-12-12T14:15:00Z,AC-2;IA-5,Account management and authenticator management best practices were followed for a new account.
322,The software inventory list for the 'Finance' department is outdated. A recent scan found that 10 employees have installed an unapproved file-sharing application that is not on the authorized software list.,config,2025-12-13T10:00:00Z,CM-8,The system component inventory (software) is inaccurate and unauthorized software is present.
323,The automated nightly job to restore a test database from the latest production backup completed successfully. The script verified that the database was mountable and that key tables were readable after the restore.,log,2025-12-13T13:30:40Z,CP-9,Information system backups are being automatically and successfully tested for restorability.
324,The anti-malware solution on the main file server has detected and quarantined a file named 'Quarterly_Report.xlsm' containing a known ransomware dropper. The user who uploaded the file has been notified.,log,2025-12-13T15:20:00Z,SI-3,Malicious code was successfully detected and blocked by the deployed security tools.
325,A high number of '404 Not Found' errors are being generated by a single external IP scanning for common administrative paths like '/wp-admin' and '/phpmyadmin'. The activity has been logged but has not triggered a block.,log,2025-12-14T08:40:11Z,SI-4,System monitoring is detecting reconnaissance activity against web servers.
326,"The 'PermitRootLogin' parameter in the SSH configuration is set to 'yes' on 25 public-facing Linux servers. This is a violation of the secure baseline, which requires direct root login to be disabled.",config,2025-12-14T11:00:00Z,CM-6;AC-17,A secure configuration setting for remote access has not been correctly implemented.
327,User 'b.jones' in the sales department was found to have permissions to modify financial records in the ERP system. This access was not required for their role and was removed after being discovered in an access review.,ticket,2025-12-14T14:30:20Z,AC-6,A violation of least privilege was discovered and remediated through a periodic access review.
328,"A security group in the cloud environment is configured to allow inbound traffic from a vendor's office, but it uses a broad IP range (/16) instead of the specific static IP address provided by the vendor.",config,2025-12-15T09:15:00Z,SC-7,Boundary protection rules are overly permissive increasing the attack surface.
329,A developer pushed a commit that included a temporary change to disable SSL certificate validation. The CI/CD pipeline's security scanner detected this insecure code and automatically failed the build.,ticket,2025-12-15T11:25:30Z,SA-11,Automated developer security testing prevented insecure code from being merged.
330,The audit logs for the central authentication server are configured to be overwritten when the disk is full. This has led to the loss of older logs and violates the policy requiring logs to be archived before deletion.,config,2025-12-15T14:00:00Z,AU-11;AU-12,Audit record retention and generation policies are violated by an insecure 'overwrite' setting.
331,The SIEM detected that a user account successfully authenticated from two different continents within 5 minutes. This 'impossible travel' alert has been escalated to the SOC for immediate investigation and account suspension.,log,2025-12-15T16:30:50Z,SI-4,System monitoring detected anomalous user behavior that strongly indicates a compromised account.
332,"The time source on the main firewall is not synchronized with the corporate NTP servers. Its clock is currently 7 minutes fast, causing its logs to have timestamps that are inconsistent with all other systems.",log,2025-12-16T08:20:00Z,AU-8,A time synchronization failure on a critical network device is corrupting audit trails.
333,"The 'Corp-Secure' wireless network is configured to use WPA2-Enterprise, which is correct. However, the underlying RADIUS server is still accepting MS-CHAPv1 for authentication, which is a weak and deprecated protocol.",config,2025-12-16T10:40:00Z,AC-18;SC-13,The wireless access configuration permits the use of a weak non-compliant cryptographic protocol.
334,An incident was declared after a user reported their workstation was running extremely slowly. Analysis found a cryptomining process running in the background. The incident is being tracked in ticket IR-2025-085.,ticket,2025-12-16T13:10:00Z,IR-4,The incident handling process was initiated after the detection of unauthorized software.
335,A review of privileged accounts found that the 'emergency break-glass' account has had the same password for over two years. The policy requires this password to be reset and stored in the vault after every use.,ticket,2025-12-16T15:30:45Z,IA-5,Authenticator management policy for a critical privileged account is not being followed.
336,The application log for the payment gateway service is not recording the user ID for failed transaction attempts. This makes it impossible to investigate if a single user is repeatedly attempting fraudulent transactions.,log,2025-12-17T09:05:10Z,AU-3,Audit records are missing key information needed for security analysis.
337,The load balancer is not configured to add the 'Strict-Transport-Security' (HSTS) header to HTTPS responses. This leaves users vulnerable to protocol downgrade attacks during their first connection.,config,2025-12-17T11:15:00Z,SC-8,Transmission confidentiality is not being fully enforced due to a missing security header.
338,"A scan of the external network perimeter found that the SMTP gateway is configured as an open relay. This could allow spammers to use the server to send unauthorized emails, damaging the company's reputation.",log,2025-12-17T14:00:00Z,CM-6,A critical external service has an insecure configuration that could be abused.
339,"The vulnerability scanning tool itself has not been updated in three months. It is likely missing the plugins needed to detect the latest vulnerabilities, making the scan results unreliable.",config,2025-12-17T16:25:00Z,RA-5,The vulnerability monitoring tool itself is not being maintained impacting its effectiveness.
340,"A change request was submitted to allow the marketing analytics service to access a production database. The request was denied because the service did not need access to the entire database, only a single summary table.",ticket,2025-12-18T10:30:00Z,AC-6;CM-3,A change request was denied because it would have violated the principle of least privilege.
341,The SIEM is not receiving any logs from the company's 15 new servers in the Frankfurt cloud region. The logging agent was not included as part of the automated deployment script for that region.,log,2025-12-18T13:00:50Z,AU-2,A set of auditable events from new systems are not being generated and sent for review.
342,"The 'Everyone' group in the operating system has 'Full Control' permissions on the application's installation directory, C:\Program Files\LegacyApp. This could allow any user on the system to modify or replace the application's executable files.",config,2025-12-18T15:45:00Z,AC-6,Insecure default file permissions violate the principle of least privilege.
343,The semi-annual review of the data backup policy and procedures has been completed. The policy was updated to include requirements for backing up new cloud-native data sources. The updated document is attached.,ticket,2025-12-18T16:50:00Z,CP-9,The information system backup policy has been reviewed and updated as part of a formal process.
344,"File integrity monitoring shows that the kernel was updated on 'linux-prod-01'. This change corresponds to the deployment of a patch for CVE-2025-9988, which was tracked in ticket SI-PATCH-201.",log,2025-12-19T09:10:00Z,SI-7;SI-2,Information integrity monitoring has verified that an authorized flaw remediation was successful.
345,The organization does not have a comprehensive inventory of all third-party libraries and dependencies used in its custom-developed software. This makes it impossible to quickly identify if they are affected by a new vulnerability in a library like log4j.,ticket,2025-12-19T11:30:20Z,CM-8;SA-11,The lack of a software component inventory hinders vulnerability management for developed applications.
346,The intrusion prevention system (IPS) blocked an attempt from an external IP to exploit the Shellshock vulnerability against a legacy web server. The signature 'BASH - Remote Code Execution' was triggered.,log,2025-12-19T14:05:00Z,SI-4,System monitoring and prevention tools successfully blocked a known exploit attempt.
347,"A user's request for administrator rights on their laptop was denied. Instead, a separate, local administrator account was created for them to use only when necessary, in accordance with the least privilege policy.",ticket,2025-12-19T16:20:00Z,AC-6,The principle of least privilege was enforced when handling a user access request.
348,The default configuration for new cloud database instances enables a publicly accessible endpoint. An engineer provisioned a new database that was briefly exposed to the internet before a security alert prompted them to disable public access.,config,2025-12-20T10:00:00Z,CM-2;SC-7,The baseline configuration for a system component is insecure by default leading to boundary risks.
349,The API key for a third-party monitoring service was found hard-coded in a script stored in a public GitHub repository. The key has been revoked and the repository has been made private.,ticket,2025-12-20T13:15:00Z,IA-5;IR-4,An incident was declared to handle a compromised authenticator that was publicly exposed.
350,The web application's session tokens are sequential and easily guessable. An attacker could potentially hijack a valid user session by predicting the next token in the sequence.,log,2025-12-20T15:50:35Z,SA-11,The application has a design flaw related to insecure session management indicating a gap in security testing.
351,A user tried to log in with the correct password but failed the MFA challenge 6 times in a row. The account was then locked for 60 minutes to prevent MFA bombing or brute-force attacks against the second factor.,log,2025-12-21T09:25:00Z,IA-2;AC-7,Multi-factor authentication mechanisms include protections against brute-force leading to an account lockout.
352,"The 'vSAN' storage cluster in the primary datacenter has data-at-rest encryption enabled, using a FIPS 140-2 validated cryptographic module. The keys are managed by an external KMS.",config,2025-12-21T11:40:00Z,SC-28;SC-13,Information at rest is being protected using approved cryptographic mechanisms.
353,User 's.davis' has been transferred from the finance department to the marketing department. This ticket tracks the revocation of their finance system access and the granting of their new marketing system access.,ticket,2025-12-21T14:05:00Z,AC-2,Account management procedures are being followed for an internal user transfer.
354,A network traffic analysis tool detected a large data transfer (5 GB) from an internal database server to a developer workstation over a non-standard port. This is anomalous behavior and may indicate an unauthorized data export.,log,2025-12-21T16:30:22Z,SI-4,System monitoring has detected a potentially unauthorized data transfer on the internal network.
355,"The 'root' certificate for the internal PKI expired, causing a widespread outage for internal services that rely on certificate-based authentication. The certificate was not being monitored for expiration.",ticket,2025-12-22T09:00:00Z,IA-5;IR-4,A failure in authenticator lifecycle management caused a major operational incident.
356,The central syslog server is configured to accept logs over UDP. This is an unreliable transport mechanism and could lead to lost logs; it should be reconfigured to use TCP/TLS for guaranteed delivery and encryption.,config,2025-12-22T11:10:00Z,AU-12;SC-8,Audit generation and transmission is configured in a way that risks log integrity and confidentiality.
357,The weekly review of privileged user activity found that an administrator viewed the CEO's mailbox. The action was flagged as suspicious and an investigation confirmed it was part of an approved e-discovery request.,log,2025-12-22T14:20:00Z,AU-6,Regular audit review and analysis is being performed to detect potentially unauthorized activity.
358,"The corporate guest Wi-Fi is on the same flat network as the corporate LAN. There is no firewall or access control list between the guest and internal networks, allowing guests to access internal servers.",config,2025-12-22T16:00:00Z,AC-18;SC-7,Wireless and wired network boundaries are not properly segmented creating a significant security risk.
359,"A patch for a critical vulnerability in the company's VPN concentrator was released by the vendor. The change was classified as an emergency, and CHG-10090 was created to track its immediate deployment.",ticket,2025-12-23T10:30:00Z,SI-2;CM-3,An emergency change is being managed to perform critical flaw remediation.
360,"The 'master' branch of the main application's source code repository is not protected. Any developer can force-push changes to the branch, bypassing the mandatory pull request and code review process.",config,2025-12-23T13:05:00Z,CM-3;SA-11,Configuration of the development environment fails to enforce required change control and security testing processes.
