artifact_id,text,evidence_type,timestamp,gold_controls,gold_rationale,partition
10650,A user was found to be a member of both the 'Account Payable' and 'Payment Approver' groups. This violates the separation of duties policy for financial transactions. The user's access has been corrected.,ticket,2026-03-08 11:30:00+00:00,AC-6,A violation of least privilege (separation of duties) was identified and remediated.,test
10651,"A network device was found on the network that was not registered in the asset inventory. The device was a personal laptop that an employee had connected to a conference room port, bypassing the NAC controls.",ticket,2026-03-08 14:00:00+00:00,CM-8,An unauthorized system component was discovered that was not in the official inventory.,train
10652,The 'Everyone' group has read access to a folder containing executable files for a legacy application. This could allow an attacker to copy the executables to an external system for reverse engineering.,config,2026-03-08 16:15:00+00:00,AC-6,Permissions are not configured to enforce least privilege on application binaries.,train
10653,"The SIEM detected a user account that was used to disable endpoint protection on a server, and then download and run a known hacking tool. The account has been suspended and the server has been isolated from the network.",log,2026-03-09 09:00:45+00:00,SI-4;SI-3;IR-4,System monitoring detected a user disabling malicious code protection prompting an incident response.,train
10654,The organization's single sign-on system has a session timeout of 24 hours. This is too long and increases the window of opportunity for an attacker to use a hijacked session. The timeout should be reduced to 8 hours.,config,2026-03-09 11:20:00+00:00,AC-17,The configuration of the remote access (SSO) solution does not enforce required session termination.,dev
10655,"The 'web' server's SSL certificate expired over the weekend, causing a service outage for all customers. The certificate was not being monitored for expiration by the operations team.",ticket,2026-03-09 13:45:00+00:00,IA-5;SC-8,A failure in authenticator lifecycle management caused a failure in transmission confidentiality.,train
10656,"The firewall rulebase has grown to over 5,000 rules, and many of them are redundant or shadow other rules. The complexity is making it difficult to audit the ruleset and increases the risk of misconfiguration.",config,2026-03-09 16:00:00+00:00,SC-7,The boundary protection controls have become too complex to be effectively managed.,train
10657,"A user tried to log in with their password, which was correct, but they were unable to provide the correct MFA code from their authenticator app. After 5 failed MFA attempts, their account was locked.",log,2026-03-10 09:20:00+00:00,IA-2;AC-7,The multi-factor authentication system correctly locked an account after repeated failures.,train
10658,"A critical vulnerability was discovered in the company's primary database software. A patch is available, but it cannot be applied for 6 months because a critical business application is not compatible with the patched version.",ticket,2026-03-10 11:30:00+00:00,SI-2,A known flaw cannot be remediated due to operational constraints.,test
10659,The audit logs for the company's cloud environment are being stored in a publicly readable storage bucket. This is a critical information leakage vulnerability that exposes all administrative activity to the public.,config,2026-03-10 14:00:00+00:00,AU-11,The configuration for audit record retention fails to protect the confidentiality of the logs.,train
10660,The SIEM has detected a workstation communicating with an IP address on a known threat intelligence feed for ransomware. The workstation has been automatically isolated from the network pending investigation.,log,2026-03-10 16:15:10+00:00,SI-4,System monitoring has detected communication with a known malicious host.,test
10661,The 'Developer' role has been granted permission to create and delete production databases. This is a violation of separation of duties; developers should not have this level of access in production.,config,2026-03-11 09:00:00+00:00,AC-6,The principle of least privilege is not being enforced for developer roles.,test
10662,"An unauthenticated scan of the company's external website revealed the exact version of the web server and several plugins, which could help an attacker find exploits. The web server should be configured to suppress these banners.",config,2026-03-11 11:20:00+00:00,CM-6,An insecure configuration setting is leading to information leakage.,train
10663,"A new user account was provisioned with a default password of 'Welcome123!'. The user was not forced to change this password on their first login, which is a violation of the password policy.",ticket,2026-03-11 13:45:00+00:00,IA-5,The authenticator management process for initial passwords is not secure.,train
10664,"A user has not logged into their account in over 180 days. The account has been automatically disabled by a script that runs weekly to clean up dormant accounts, as per the account management policy.",log,2026-03-11 16:00:00+00:00,AC-2,The account management process for disabling dormant accounts is working as expected.,train
10665,The build for a new application failed because the software composition analysis (SCA) tool found that it was using a library with a 'critical' vulnerability (CVE-2026-3344). The build was blocked from proceeding.,ticket,2026-03-12 09:10:00+00:00,SA-11,Developer security testing successfully identified a vulnerable third-party component.,test
10666,"The NTP service is not running on a domain controller. The clock on the DC has drifted by 2 minutes, which is close to the 5-minute maximum skew allowed by Kerberos, putting authentication at risk.",log,2026-03-12 11:30:00+00:00,AU-8,A time synchronization failure is close to causing an authentication denial of service.,train
10667,The 'Guest' wireless network is using a shared password that has not been changed in 3 years. The password is common knowledge among employees and is often given out to visitors without any tracking.,config,2026-03-12 14:00:00+00:00,AC-18;IA-5,The authenticator for the wireless network is not being properly managed or rotated.,dev
10668,A server was found to be missing from the asset inventory. It was discovered that the server was built by a developer for a temporary project and was never formally registered. The server has been added to the inventory and scanned.,ticket,2026-03-12 16:15:00+00:00,CM-8,An undocumented system component was discovered and added to the official inventory.,dev
10669,"A user was phished and gave their credentials to an attacker. The attacker logged in, but was blocked from accessing any sensitive applications because they could not provide the required MFA code.",ticket,2026-03-13 09:00:00+00:00,IA-2,Multi-factor authentication successfully prevented an attacker from gaining access after a password compromise.,dev
10670,The firewall is configured to allow any host in the development environment to connect to any host in the production environment. This lack of segmentation creates a huge risk if a development machine is compromised.,config,2026-03-13 11:20:00+00:00,SC-7,Boundary protection between development and production environments is not being enforced.,train
10671,The daily incremental backup of the main file server failed. The log shows the error 'Target device is full'. The backup destination has run out of storage space.,log,2026-03-13 13:45:00+00:00,CP-9,A lack of resources is preventing the successful completion of information system backups.,train
10672,"The SIEM is correctly ingesting logs, but the logs from the new cloud application are not being parsed correctly. All of the fields are being lumped into a single 'message' field, making searching and alerting impossible.",log,2026-03-13 16:00:00+00:00,AU-3;AU-6,The content of audit records is not in a format that allows for effective review and analysis.,train
10673,The incident response team conducted a tabletop exercise for a denial-of-service scenario. The exercise was successful and identified two areas where the response playbook could be improved.,ticket,2026-03-14 09:20:00+00:00,IR-5,Incident handling plans are being tested and reviewed for potential improvements.,dev
10674,"A user's account was not locked after they entered the wrong password 50 times. The account was in an OU that was excluded from the main password policy, so the lockout settings were not being applied.",config,2026-03-14 11:30:00+00:00,AC-7,The policy for unsuccessful logon attempts is not being applied to all user accounts.,train
10675,A scan of the company's public GitHub repositories found an access key for a cloud service account. The key was immediately revoked and a scan was initiated to see if it had been used by any unauthorized parties.,ticket,2026-03-14 14:00:00+00:00,IR-4,The incident handling process was initiated in response to a publicly exposed secret.,dev
10676,"A vulnerability was found in the organization's primary firewall. The vendor released a patch, but the firewall team has decided not to apply it because they are concerned it will cause an outage.",ticket,2026-03-14 16:15:00+00:00,SI-2,A conscious decision has been made not to perform a required flaw remediation due to operational risk.,train
10677,A new server was deployed with a baseline image that was 12 months old. The server was missing over 200 security patches and was immediately flagged as 'critical' by the vulnerability scanner.,config,2026-03-15 09:00:00+00:00,CM-2;SI-2,A failure to maintain the baseline configuration has resulted in a system with numerous un-remediated flaws.,dev
10678,"An EDR agent has detected that the 'lsass.exe' process crashed unexpectedly on a domain controller. This can be an indicator of a credential dumping attempt, and the event has been escalated for investigation.",log,2026-03-15 11:20:20+00:00,SI-4,System monitoring has detected an anomalous system event that may indicate an attack.,train
10679,The 'web' service account has been granted the 'Domain Admin' role. This is a massive violation of least privilege; the account only needs to be a local administrator on the web servers.,config,2026-03-15 13:45:00+00:00,AC-6,Permissions are not configured to enforce least privilege for a service account.,train
10680,The weekly review of privileged user activity is 3 weeks behind schedule. This means that any unauthorized or malicious activity by an administrator may go undetected for a longer period.,ticket,2026-03-15 16:00:00+00:00,AU-6,The required audit review and analysis process is not being performed in a timely manner.,train
10681,A remote employee is connecting to the corporate VPN from a personal laptop that does not have antivirus software installed. The VPN solution is not configured to perform endpoint health checks before allowing a connection.,config,2026-03-16 09:10:00+00:00,AC-17;SI-3,The remote access solution does not enforce malicious code protection requirements.,train
10682,"The password for the company's main social media account is shared among all 10 members of the marketing team. This is a violation of the policy requiring individual, unique accounts for all users.",ticket,2026-03-16 11:30:00+00:00,IA-2,The requirement for individual unique identifiers is not being enforced for a key system.,train
10683,"A new version of a third-party library used by the main application has been released, which patches a critical vulnerability. Ticket DEV-6001 has been created to track the testing and deployment of this updated library.",ticket,2026-03-16 14:00:00+00:00,SA-11;SI-2,A flaw in a third-party component is being remediated through the developer testing process.,test
10684,"The backup for the main database is encrypted. The encryption key is stored on the same server as the backup files. If the server is compromised, both the backup and the key to decrypt it would be stolen.",config,2026-03-16 16:15:00+00:00,CP-9;SC-12,The protection of information system backups is weakened by insecure cryptographic key management.,train
10685,The SIEM alerted on a user account that was used to delete the entire audit log from a critical server. This 'log clearing' activity is highly indicative of an attacker trying to cover their tracks. The account has been disabled.,log,2026-03-17 09:00:00+00:00,SI-4;AU-12;IR-4,System monitoring detected an attempt to tamper with audit generation triggering an incident response.,test
10686,The development team is using a shared 'developer' account with a single password to log in to all of their test servers. This makes it impossible to attribute actions on those servers to a specific individual.,config,2026-03-17 11:20:00+00:00,IA-2,The requirement for individual identifiers is not being enforced in the development environment.,test
10687,"A user has been terminated. This ticket tracks the process of disabling their user account, revoking their VPN access, and wiping their corporate laptop.",ticket,2026-03-17 13:45:00+00:00,AC-2,The account management de-provisioning process is being formally tracked.,train
10688,The organization has no formal inventory of what applications are installed on user workstations. This makes it impossible to know if users are running unauthorized or unlicensed software.,ticket,2026-03-17 16:00:00+00:00,CM-8,The lack of a software component inventory is a known security and compliance gap.,train
10689,"The organization has no role-based security training. All users, from the receptionist to the lead database administrator, receive the exact same annual security awareness training.",ticket,2026-03-18 09:10:00+00:00,AT-3,Role-based security training is not being provided to users with significant security responsibilities.,train
10690,"The web server is configured to send the 'X-Powered-By' header, which reveals the specific version of the web framework being used. This information could help an attacker find vulnerabilities.",config,2026-03-18 11:30:00+00:00,CM-6,An insecure configuration setting is leading to information leakage.,dev
10691,"The company's external DNS records are being flooded with queries, causing a denial of service for customers trying to access the website. The DNS provider's DDoS mitigation service has been engaged.",ticket,2026-03-18 14:00:00+00:00,SC-5,A denial-of-service attack is underway and mitigation steps are being taken.,train
10692,A user who transferred from the marketing department to the HR department 6 months ago still has access to all of the marketing team's files and applications. Their old permissions were never revoked.,ticket,2026-03-18 16:15:00+00:00,AC-6;AC-2,A failure in the account management process for user transfers has led to a least privilege violation.,train
10693,"The SIEM is ingesting 10 million 'health check' events per day from the load balancer, which is making it difficult and expensive to find real security events. The health check logging needs to be disabled or reduced.",log,2026-03-19 09:00:00+00:00,AU-2;AU-6,The system is generating excessive low-value auditable events which is hindering effective review.,train
10694,"The full backup of the data warehouse took 26 hours to complete, which exceeded the 24-hour backup window. This could lead to performance issues when the backup overlaps with business hours.",log,2026-03-19 11:20:00+00:00,CP-9,The information system backup process is not meeting its operational requirements.,train
10695,A user's account has been locked due to 5 failed login attempts. The user called the help desk to have it unlocked. The help desk verified their identity by asking for their employee ID and manager's name before unlocking the account.,ticket,2026-03-19 13:45:00+00:00,AC-7;IA-2,The process for handling account lockouts includes proper identification and authentication.,train
10696,The file integrity monitoring tool is configured to only scan for changes once every 24 hours. This creates a large window where a critical file could be modified and the change could go undetected.,config,2026-03-19 16:00:00+00:00,SI-7,The configuration for information integrity monitoring is not timely enough.,train
10697,"A new server was provisioned with a static IP address, but this address was not documented in the IP address management (IPAM) system. This led to an IP conflict that caused a network outage.",ticket,2026-03-20 09:20:00+00:00,CM-8,A failure to maintain the system component inventory (IP addresses) led to an operational issue.,train
10698,"A code review found that a developer was attempting to implement their own custom encryption algorithm instead of using a well-known, vetted library like AES. The code was rejected and the developer was told to use the approved library.",ticket,2026-03-20 11:30:00+00:00,SC-13;SA-11,The developer testing and code review process successfully prevented the use of a non-compliant cryptographic algorithm.,train
10699,"The organization has a policy that all patches must be tested in a staging environment before being deployed to production. However, there is no staging environment, so all patches are deployed directly to production without testing.",ticket,2026-03-20 14:00:00+00:00,SI-2;CM-3,The flaw remediation and change control processes are failing because of a lack of required resources.,train
10700,The IDS detected a server on the internal network sending a ping to the broadcast address of its subnet (a 'smurf attack'). This is a very old technique that is often indicative of a misconfigured system or ancient malware.,log,2026-03-20 16:15:00+00:00,SI-4,System monitoring has detected anomalous and suspicious network traffic.,test
10701,"The weekly automated backup verification job for the primary ERP database failed. The restoration script reported that the backup file from last night is corrupted and cannot be read, marking the third consecutive failure.",ticket,2026-03-21 09:00:00+00:00,CP-9,The information system backup process is failing and automated testing has confirmed the backups are not viable.,test
10702,A review of the network access control lists (ACLs) on the core router found a rule allowing any host from the guest wifi subnet to connect to any host in the server subnet. This rule has been in place for 6 months.,config,2026-03-21 11:15:30+00:00,AC-18;SC-7,Wireless network boundary protection is misconfigured allowing unauthorized access from an untrusted network.,train
10703,"The SIEM detected over 1,000 failed login attempts for the user 'administrator' on the primary domain controller in under 5 minutes. The account was correctly locked out after the 5th attempt, mitigating the brute-force attack.",log,2026-03-21 13:40:15+00:00,AC-7,The system's policy for handling unsuccessful logon attempts was successfully enforced.,train
10704,"A new server, 'DEV-WEB-04', was built from an unofficial Ubuntu image from the public internet. It was missing the corporate EDR agent, had a default password for the user account, and was not registered in the asset inventory.",ticket,2026-03-21 16:00:00+00:00,CM-2;SI-3;CM-8,A system was deployed without using the baseline was missing malware protection and was not inventoried.,test
10705,The password for the 'enable' mode on a core network switch is a simple dictionary word. The switch configuration does not enforce any password complexity or length requirements for local accounts.,config,2026-03-22 09:30:00+00:00,IA-5,Authenticator management controls for a privileged network device account are inadequate.,test
10706,A user reported receiving a suspicious email containing a password-protected zip file. The incident response team is analyzing the file in a sandbox to determine if it is malicious. The incident is being tracked in IR-2026-041.,ticket,2026-03-22 11:45:00+00:00,IR-4,The incident handling process was initiated in response to a user-reported suspicious email.,train
10707,The vulnerability scan from last night identified that 50 workstations are vulnerable to a critical remote code execution flaw in their browser software. The patch was released by the vendor 10 days ago.,log,2026-03-22 14:10:22+00:00,RA-5;SI-2,Vulnerability scanning has identified a critical flaw that has not been remediated within the defined policy window.,train
10708,The 'admin' account for the company's primary cloud provider is not required to use multi-factor authentication. An attacker who compromises the password for this account would gain full control of the cloud environment.,config,2026-03-22 16:25:00+00:00,IA-2,Identification and authentication for a privileged account does not require MFA.,train
10709,"A user was granted access to a sensitive project folder. The access was approved by the project manager, and the approval email is attached to the service desk ticket, REQ60598.",ticket,2026-03-23 09:00:00+00:00,AC-2,An account management action (granting access) was performed with documented authorization.,train
10710,"The application server is logging the full session token of users in its debug log. These logs are readable by all developers, which could allow a developer to hijack a user's session.",log,2026-03-23 11:20:10+00:00,AU-3,The content of audit records contains sensitive authentication information that should not be logged.,dev
10711,A review of access permissions on the main file server found that the 'Domain Users' group has 'Full Control' over the entire drive. This is a severe violation of the principle of least privilege.,config,2026-03-23 13:45:00+00:00,AC-6,Permissions are not configured to enforce least privilege granting all users excessive access.,test
10712,"The system clock on a web server is 15 minutes slow because the NTP client is not running. This is causing the timestamps in its access logs to be inaccurate, complicating forensic analysis.",log,2026-03-23 16:00:00+00:00,AU-8,A failure in time synchronization is compromising the integrity of audit records.,train
10713,"The 'master' branch in the main source code repository is configured to allow developers to push code directly, bypassing the mandatory pull request and code review process. This led to a recent outage when a developer pushed buggy code.",config,2026-03-24 09:15:00+00:00,CM-3;SA-11,The change control process is not being enforced by the development environment bypassing security testing.,train
10714,"The SIEM alerted on a user account that was used to log in from the United States and then, 5 minutes later, from China. This 'impossible travel' scenario has triggered an automated account suspension.",log,2026-03-24 11:30:50+00:00,SI-4,System monitoring has detected anomalous user behavior indicative of a compromised account.,train
10715,"A new firewall has been deployed, but it has not been added to the configuration management database (CMDB). As a result, it is not being included in the nightly configuration backup jobs.",ticket,2026-03-24 14:00:00+00:00,CM-8,A failure to update the system component inventory has resulted in a gap in the backup plan.,dev
10716,The file integrity monitoring tool detected that the '/etc/passwd' file was modified on a production server. The change was not part of a scheduled deployment and has been flagged as a high-priority security alert.,log,2026-03-24 16:20:00+00:00,SI-7,Information integrity monitoring has detected an unauthorized change to a critical system file.,train
10717,"The organization has no formal baseline configuration for its network switches. An audit found that most switches are still using the vendor's default community string for SNMP, which is a major security risk.",ticket,2026-03-25 09:00:00+00:00,CM-2;CM-6,The lack of a baseline configuration has led to the widespread use of insecure default settings.,train
10718,"The main database is not encrypted at rest. If an attacker were to gain physical access to the server or its backups, they could read all of the sensitive data directly from the disk.",config,2026-03-25 11:10:00+00:00,SC-28,The policy to protect information at rest is not being technically enforced.,dev
10719,An EDR alert was triggered when a user tried to run a script that is commonly used for dumping credentials from memory. The EDR agent blocked the script from running and isolated the user's workstation from the network.,ticket,2026-03-25 13:40:00+00:00,SI-3;IR-4,Malicious code protection successfully blocked a threat and initiated an automated incident response action.,dev
10720,The 'lessons learned' report from a recent phishing incident has been completed. It recommends implementing a new email gateway rule to better detect spoofed emails. This ticket will track the implementation of that rule.,ticket,2026-03-25 16:00:00+00:00,IR-5,The incident monitoring and review process has resulted in a concrete recommendation for improvement.,dev
10721,A user account has been locked due to 10 failed login attempts. The user has called the help desk and their identity was verified before the account was unlocked. The process was followed correctly.,ticket,2026-03-26 09:20:00+00:00,AC-7,The process for handling account lockouts was followed correctly.,train
10722,The TLS certificate on the company's VPN server is using a weak 1024-bit RSA key. The key should be at least 2048 bits to be considered secure. The certificate needs to be reissued.,config,2026-03-26 11:30:00+00:00,AC-17;SC-13,The remote access solution is using a non-compliant cryptographic algorithm.,train
10723,"The logs from the primary web server are being collected, but they do not include the source IP address of the user. This makes it impossible to track the origin of any malicious activity.",log,2026-03-26 14:00:00+00:00,AU-3,The content of audit records is missing essential information for security analysis.,train
10724,An employee who was terminated last Friday still has an active account and was able to log in to their email over the weekend. The de-provisioning request was not processed by the IT team in time.,ticket,2026-03-26 16:15:00+00:00,AC-2,A failure in the account management de-provisioning process has left the organization at risk.,train
10725,"The 'Sales-Shared' network drive is configured so that any member of the sales team can delete any file, even those created by other people. This has led to several cases of accidental data deletion.",config,2026-03-27 09:00:00+00:00,AC-6,Permissions are not configured to enforce the principle of least privilege.,train
10726,"The organization does not have an accurate inventory of the open-source libraries used in its main application. When the 'Heartbleed' vulnerability was announced, it took the team 3 weeks to determine if they were affected.",ticket,2026-03-27 11:15:00+00:00,CM-8;SA-11,The lack of a software component inventory is hindering developer security testing and response.,train
10727,A review of the firewall rules shows a temporary rule that was created 6 months ago to allow a vendor access is still active. The vendor project ended 4 months ago. The rule has been disabled.,ticket,2026-03-27 13:40:00+00:00,SC-7,A periodic review of boundary protection controls found and removed an obsolete rule.,dev
10728,The build for the new e-commerce website failed because the static analysis tool found a critical SQL injection vulnerability in the checkout code. The code was not promoted to the staging environment.,log,2026-03-27 16:00:00+00:00,SA-11,Developer security testing successfully identified and blocked a critical vulnerability.,train
10729,The backup job for the HR database failed because the password for the backup service account had expired. This is the second time this has happened in 3 months. The password rotation process needs to be fixed.,log,2026-03-28 09:20:10+00:00,CP-9;IA-5,A failure in authenticator management has caused a critical information system backup to fail.,train
10730,"The SIEM detected a user account attempting to access a server that they have never accessed before. The user is on the marketing team, and the server is part of the engineering environment. The attempt was blocked by the firewall.",log,2026-03-28 11:30:00+00:00,SI-4;SC-7,System monitoring detected anomalous access which was successfully blocked by boundary controls.,dev
10731,The 'web-prod-01' server is running an operating system version that is no longer supported by the vendor. This means it is no longer receiving security patches and is likely vulnerable to multiple exploits.,config,2026-03-28 14:00:00+00:00,SI-2,A known flaw cannot be remediated because the system component is no longer supported.,train
10732,"A user who was fired was found to have logged into the VPN two days after their termination. The investigation revealed their account was not disabled, the VPN did not require MFA, and their access allowed them to exfiltrate data.",ticket,2026-03-28 16:15:00+00:00,AC-2;IA-2;AC-17,Failures in account de-provisioning MFA and remote access controls led to a data breach.,train
10733,"The time on the company's main router is manually set and has drifted by over 10 minutes. This is causing all of its log entries to be out of sync with the rest of the network, making troubleshooting very difficult.",config,2026-03-29 09:00:00+00:00,AU-8,A time synchronization failure on a critical network device is impacting log integrity.,train
10734,The antivirus signatures on the mail gateway are a week out of date because the gateway has been unable to connect to the vendor's update server. This is leaving the company vulnerable to new email-based threats.,config,2026-03-29 11:15:00+00:00,SI-3,Malicious code protection mechanisms are not being updated in a timely manner.,dev
10735,A user has been granted access to a new application. The access request form was approved by their manager and is attached to this ticket. The user has been assigned the 'Read-Only' role.,ticket,2026-03-29 13:40:00+00:00,AC-2;AC-6,An account management action was performed that correctly enforced the principle of least privilege.,train
10736,"The organization has no formal process for reviewing audit logs. The logs are collected and stored, but no one is assigned to regularly review them for suspicious activity.",ticket,2026-03-29 16:00:00+00:00,AU-6,The required process for audit review and analysis has not been implemented.,train
10737,"A new database server was built and added to the network, but it was not added to the scope of the vulnerability scanner. As a result, the server has been online for a month without being scanned for vulnerabilities.",ticket,2026-03-30 09:20:00+00:00,RA-5,The vulnerability monitoring process is not being performed on all required systems.,train
10738,The 'Guest' account on a production web server was found to be enabled. This is a default account that should be disabled according to the server hardening baseline.,config,2026-03-30 11:30:00+00:00,CM-6,A secure configuration setting from the approved baseline is not being enforced.,train
10739,The organization has successfully restored service after a major fiber cut caused an outage at their primary data center. The disaster recovery plan was activated and all critical services were failed over to the secondary site within the 4-hour RTO.,ticket,2026-03-30 14:00:00+00:00,CP-9,The contingency plan was successfully executed in response to a real-world event.,dev
10740,A change was made to a production firewall rule in the middle of the day without a change ticket or approval. The change was made to fix an issue but it accidentally opened up access from the internet to a sensitive database.,ticket,2026-03-30 16:15:00+00:00,CM-3;SC-7,A failure to follow the change control process resulted in a critical boundary protection failure.,dev
10741,The SIEM has detected that the security audit log on a domain controller was cleared. This is a highly suspicious activity often performed by attackers to cover their tracks. An investigation has been launched.,log,2026-03-31 09:00:00+00:00,SI-4;AU-12,System monitoring has detected a potential attempt to tamper with audit generation mechanisms.,dev
10742,"The primary file server, which contains PII, is not encrypted. A loss or theft of this server would result in a data breach. The server needs to have full disk encryption enabled.",config,2026-03-31 11:10:00+00:00,SC-28,The requirement to protect information at rest is not being met for a critical system.,test
10743,"The organization has no formal, documented baseline configurations for any of its major systems. All systems are built from scratch by different administrators, leading to wildly inconsistent security postures.",ticket,2026-03-31 13:40:00+00:00,CM-2,The requirement to have documented baseline configurations has not been met.,train
10744,A user account that has been disabled for 90 days was automatically deleted by a cleanup script. This is in accordance with the account management policy for handling dormant and disabled accounts.,log,2026-03-31 16:00:00+00:00,AC-2,The account management lifecycle process is being successfully automated.,train
10745,An EDR agent detected a PowerShell script attempting to download a file from a Pastebin URL. The script was blocked and the hash of the script was submitted for analysis.,log,2026-04-01 09:20:15+00:00,SI-3,Malicious code in the form of a script was successfully detected and blocked.,train
10746,"The 'admin' user for the company's public-facing router has a password that is the same as the company's name. This is a weak, easily guessable password that puts the entire network boundary at risk.",config,2026-04-01 11:30:00+00:00,IA-5,A critical authenticator is not being managed in a secure manner.,train
10747,"A user who works in the finance department was found to have access to the engineering team's source code repository. There was no business justification for this access, and it has been revoked.",ticket,2026-04-01 14:00:00+00:00,AC-6,A violation of the principle of least privilege was identified and remediated.,train
10748,The incident response plan has not been updated in 3 years. It contains outdated contact information and does not include procedures for handling incidents in the company's new cloud environment.,ticket,2026-04-01 16:15:00+00:00,IR-4,The incident handling plan is not being reviewed and maintained as required.,train
10749,"The firewall is configured to log all traffic that it allows, but it does not log any traffic that it denies. This makes it impossible to know if the firewall is being targeted by an attack.",config,2026-04-02 09:00:00+00:00,AU-2,The system is not configured to generate auditable events for all required security outcomes (denials).,test
10750,A user was successfully phished and entered their credentials into a malicious website. The attacker then used these credentials to log in and access the user's email. MFA was not enabled on the user's account.,ticket,2026-04-02 11:20:00+00:00,IA-2;IR-4,A failure to implement multi-factor authentication has led to a security incident.,train
10751,The system time on the CEO's executive assistant's workstation is off by 2 hours. This has caused them to miss several important meetings because their calendar reminders were firing at the wrong time.,log,2026-04-02 13:45:00+00:00,AU-8,A time synchronization failure is having a direct impact on business operations.,dev
10752,The organization's main web application is using a version of the jQuery library that is 5 years old and has multiple known critical vulnerabilities. The library needs to be updated immediately.,config,2026-04-02 16:00:00+00:00,SA-11;SI-2,The application is using a third-party component with known flaws that require remediation.,dev
10753,The SIEM has detected a user account that has had 150 failed login attempts in the last hour from 50 different countries. This is a clear indicator of a password spraying attack. The account has been disabled.,log,2026-04-03 09:10:00+00:00,SI-4;AC-2,System monitoring detected an attack leading to a preventative account management action.,train
10754,The 'Everyone' group has been granted the 'Change Permissions' right on a network share containing sensitive legal documents. This means that any user in the company can grant themselves access to this data.,config,2026-04-03 11:30:00+00:00,AC-6,Permissions are not configured to enforce least privilege allowing for user-driven privilege escalation.,train
10755,"A new change was deployed to the production environment that caused a major outage. The change had not been tested in the staging environment before deployment, which is a violation of the change control process.",ticket,2026-04-03 14:00:00+00:00,CM-3,A failure to follow the change control process resulted in a significant operational impact.,dev
10756,"The encryption key for the main database is stored in the same database that it is protecting. This provides no security if the database is compromised, as the attacker would have both the data and the key.",config,2026-04-03 16:15:00+00:00,SC-12,Cryptographic key management practices are not secure undermining the effectiveness of the encryption.,train
10757,A file integrity monitoring alert was triggered for the web server's main configuration file. An investigation confirmed that the change was made by an authorized administrator as part of a scheduled and approved change ticket.,log,2026-04-04 09:00:00+00:00,SI-7,Information integrity monitoring is correctly detecting and logging authorized changes.,train
10758,"The 'guest' wireless network is not segmented from the main corporate network. A device on the guest network can connect directly to internal servers, which is a major security risk.",config,2026-04-04 11:20:00+00:00,SC-7,Boundary protection between trusted and untrusted networks is not being enforced.,train
10759,"A user has been locked out of their account. The help desk has received a call from the user and, after verifying their identity, has unlocked the account. The process was handled correctly.",ticket,2026-04-04 13:45:00+00:00,AC-7,The process for handling account lockouts was followed correctly.,train
10760,"The organization does not have an inventory of its physical devices. When a laptop was lost, they were unable to provide the police with a serial number or even confirm the make and model of the device.",ticket,2026-04-04 16:00:00+00:00,CM-8,The lack of a system component inventory is hindering the incident response process.,dev
10761,The password for the administrator account on the company's primary firewall is 'admin'. This is a default password that should have been changed during the initial setup.,config,2026-04-05 09:10:00+00:00,CM-6;IA-5,A default insecure authenticator is in use which is a failure of both secure configuration and authenticator management.,train
10762,The backup of the primary file server ran for 15 hours and completed successfully. All data was written to tape and the tapes have been sent to the off-site storage facility.,log,2026-04-05 11:30:00+00:00,CP-9,The information system backup and off-site storage process is working as expected.,dev
10763,"A patch was released for a critical vulnerability in the company's remote access software. The patch was tested and deployed to all remote users within 24 hours of its release, meeting the SLA for critical patches.",ticket,2026-04-05 14:00:00+00:00,SI-2,The flaw remediation process is working effectively and meeting its defined timelines.,train
10764,The SIEM has detected a user account that has enumerated the membership of every administrative group in Active Directory in the last 5 minutes. This is a common reconnaissance technique and has been flagged for investigation.,log,2026-04-05 16:15:20+00:00,SI-4,System monitoring has detected anomalous behavior consistent with internal reconnaissance.,dev
10765,A review of the company's main web application found that it is not using any encryption for its login page. User credentials are being transmitted in plain text across the internet.,config,2026-04-06 09:00:00+00:00,SC-8,Transmission confidentiality is not being enforced for authentication credentials.,test
10766,The latest incident response tabletop exercise has been completed. The exercise identified that the legal team was not being engaged early enough in the process. The incident response plan will be updated to correct this.,ticket,2026-04-06 11:20:00+00:00,IR-5,The incident handling plan is being reviewed and improved based on test results.,train
10767,"A user's account has been successfully provisioned. They have been granted the standard set of permissions for their role, and their temporary password has been securely delivered to their manager.",ticket,2026-04-06 13:45:00+00:00,AC-2,The account management provisioning process was followed correctly.,train
10768,"The organization has no baseline configuration for its database servers. As a result, some servers have auditing enabled, some do not, and some are missing critical security patches.",ticket,2026-04-06 16:00:00+00:00,CM-2,The lack of a documented baseline configuration has led to inconsistent security postures.,test
10769,"The audit log for the main file server is configured to be overwritten when it is full. This means that in the event of a high-volume attack, the earliest evidence of the attack would be lost.",config,2026-04-07 09:10:00+00:00,AU-11,The configuration for audit record retention does not protect against data loss.,train
10770,A vulnerability scan has identified that the company's external web server is vulnerable to the 'POODLE' attack because it still supports SSLv3. This protocol is insecure and must be disabled.,log,2026-04-07 11:30:00+00:00,RA-5;SC-8,Vulnerability scanning has identified the use of an insecure protocol for data in transit.,train
10771,The antivirus agent on the CEO's laptop has been disabled. The central management console has generated a critical alert and has sent a notification to the IT security team to investigate immediately.,log,2026-04-07 14:00:00+00:00,SI-3,Malicious code protection has been disabled on a critical endpoint.,test
